"category","meta_cat","group_num","year","gross_inv_ipd"
"GDP","GDP",0,1947,12.25
"GDP","GDP",0,1948,12.946
"GDP","GDP",0,1949,12.942
"GDP","GDP",0,1950,13.064
"GDP","GDP",0,1951,13.95
"GDP","GDP",0,1952,14.254
"GDP","GDP",0,1953,14.436
"GDP","GDP",0,1954,14.583
"GDP","GDP",0,1955,14.79
"GDP","GDP",0,1956,15.296
"GDP","GDP",0,1957,15.831
"GDP","GDP",0,1958,16.199
"GDP","GDP",0,1959,16.412
"GDP","GDP",0,1960,16.637
"GDP","GDP",0,1961,16.814
"GDP","GDP",0,1962,17.019
"GDP","GDP",0,1963,17.214
"GDP","GDP",0,1964,17.476
"GDP","GDP",0,1965,17.796
"GDP","GDP",0,1966,18.295
"GDP","GDP",0,1967,18.825
"GDP","GDP",0,1968,19.627
"GDP","GDP",0,1969,20.59
"GDP","GDP",0,1970,21.676
"GDP","GDP",0,1971,22.776
"GDP","GDP",0,1972,23.76
"GDP","GDP",0,1973,25.061
"GDP","GDP",0,1974,27.309
"GDP","GDP",0,1975,29.846
"GDP","GDP",0,1976,31.49
"GDP","GDP",0,1977,33.445
"GDP","GDP",0,1978,35.798
"GDP","GDP",0,1979,38.766
"GDP","GDP",0,1980,42.278
"GDP","GDP",0,1981,46.269
"GDP","GDP",0,1982,49.13
"GDP","GDP",0,1983,51.051
"GDP","GDP",0,1984,52.894
"GDP","GDP",0,1985,54.568
"GDP","GDP",0,1986,55.673
"GDP","GDP",0,1987,57.041
"GDP","GDP",0,1988,59.055
"GDP","GDP",0,1989,61.37
"GDP","GDP",0,1990,63.676
"GDP","GDP",0,1991,65.819
"GDP","GDP",0,1992,67.321
"GDP","GDP",0,1993,68.917
"GDP","GDP",0,1994,70.386
"GDP","GDP",0,1995,71.864
"GDP","GDP",0,1996,73.178
"GDP","GDP",0,1997,74.446
"GDP","GDP",0,1998,75.267
"GDP","GDP",0,1999,76.346
"GDP","GDP",0,2000,78.069
"GDP","GDP",0,2001,79.822
"GDP","GDP",0,2002,81.039
"GDP","GDP",0,2003,82.567
"GDP","GDP",0,2004,84.778
"GDP","GDP",0,2005,87.407
"GDP","GDP",0,2006,90.074
"GDP","GDP",0,2007,92.498
"GDP","GDP",0,2008,94.264
"GDP","GDP",0,2009,94.999
"GDP","GDP",0,2010,96.109
"GDP","GDP",0,2011,98.112
"GDP","GDP",0,2012,100
"GDP","GDP",0,2013,101.773
"GDP","GDP",0,2014,103.647
"GDP","GDP",0,2015,104.688
"GDP","GDP",0,2016,105.77
"GDP","GDP",0,2017,107.795
"Basic","Infrastructure",1,1947,6.78869516889633
"Basic","Infrastructure",1,1948,7.79488864768379
"Basic","Infrastructure",1,1949,7.7027390590775
"Basic","Infrastructure",1,1950,7.66477708288522
"Basic","Infrastructure",1,1951,8.76280883306496
"Basic","Infrastructure",1,1952,9.04903405871035
"Basic","Infrastructure",1,1953,9.1625130972515
"Basic","Infrastructure",1,1954,9.00051314505246
"Basic","Infrastructure",1,1955,8.95739087260239
"Basic","Infrastructure",1,1956,9.96974617769564
"Basic","Infrastructure",1,1957,10.545988548684
"Basic","Infrastructure",1,1958,10.193845330913
"Basic","Infrastructure",1,1959,10.1808709804251
"Basic","Infrastructure",1,1960,10.1139688907094
"Basic","Infrastructure",1,1961,9.97188721378554
"Basic","Infrastructure",1,1962,10.0750869749145
"Basic","Infrastructure",1,1963,10.1652432252905
"Basic","Infrastructure",1,1964,10.3271908810074
"Basic","Infrastructure",1,1965,10.6342561342317
"Basic","Infrastructure",1,1966,11.0862238929097
"Basic","Infrastructure",1,1967,11.4681607240743
"Basic","Infrastructure",1,1968,11.9680109280472
"Basic","Infrastructure",1,1969,12.7197917657512
"Basic","Infrastructure",1,1970,13.8383904725897
"Basic","Infrastructure",1,1971,14.8695968954897
"Basic","Infrastructure",1,1972,15.7021955828178
"Basic","Infrastructure",1,1973,16.9660413577746
"Basic","Infrastructure",1,1974,20.4063661976543
"Basic","Infrastructure",1,1975,22.9893054295962
"Basic","Infrastructure",1,1976,23.8095282462645
"Basic","Infrastructure",1,1977,25.2360635359737
"Basic","Infrastructure",1,1978,26.3299471525058
"Basic","Infrastructure",1,1979,28.4416213061009
"Basic","Infrastructure",1,1980,32.038473132257
"Basic","Infrastructure",1,1981,36.0783222036456
"Basic","Infrastructure",1,1982,38.685813645822
"Basic","Infrastructure",1,1983,39.3382797006548
"Basic","Infrastructure",1,1984,39.3345128312766
"Basic","Infrastructure",1,1985,39.6152249258417
"Basic","Infrastructure",1,1986,40.2089597647065
"Basic","Infrastructure",1,1987,41.6117476303056
"Basic","Infrastructure",1,1988,42.6038086236513
"Basic","Infrastructure",1,1989,43.9424276656154
"Basic","Infrastructure",1,1990,45.3402188964303
"Basic","Infrastructure",1,1991,45.8968215832962
"Basic","Infrastructure",1,1992,46.1302828987323
"Basic","Infrastructure",1,1993,46.9553596866356
"Basic","Infrastructure",1,1994,48.133181640996
"Basic","Infrastructure",1,1995,50.2644087521061
"Basic","Infrastructure",1,1996,52.0680624298042
"Basic","Infrastructure",1,1997,53.755467585438
"Basic","Infrastructure",1,1998,54.6030156487895
"Basic","Infrastructure",1,1999,56.0865272976967
"Basic","Infrastructure",1,2000,58.6329437726936
"Basic","Infrastructure",1,2001,60.09393986353
"Basic","Infrastructure",1,2002,61.1807386298255
"Basic","Infrastructure",1,2003,62.3138716390384
"Basic","Infrastructure",1,2004,65.28445213717
"Basic","Infrastructure",1,2005,71.4328583149301
"Basic","Infrastructure",1,2006,77.2688072095227
"Basic","Infrastructure",1,2007,83.5394650418191
"Basic","Infrastructure",1,2008,89.4289492388875
"Basic","Infrastructure",1,2009,89.5741517466188
"Basic","Infrastructure",1,2010,91.7040419901527
"Basic","Infrastructure",1,2011,96.0141654144338
"Basic","Infrastructure",1,2012,100.000332895797
"Basic","Infrastructure",1,2013,101.49212734038
"Basic","Infrastructure",1,2014,102.798860884314
"Basic","Infrastructure",1,2015,103.55428842743
"Basic","Infrastructure",1,2016,103.576001070683
"Basic","Infrastructure",1,2017,106.582458371651
"Social","Infrastructure",1,1947,7.61951666312275
"Social","Infrastructure",1,1948,8.00389938552194
"Social","Infrastructure",1,1949,7.72181222436069
"Social","Infrastructure",1,1950,7.65602217325367
"Social","Infrastructure",1,1951,8.54259630599554
"Social","Infrastructure",1,1952,8.67547585921471
"Social","Infrastructure",1,1953,8.5834662245416
"Social","Infrastructure",1,1954,8.26911086544029
"Social","Infrastructure",1,1955,8.42525256245647
"Social","Infrastructure",1,1956,9.17094811697071
"Social","Infrastructure",1,1957,9.59125801600577
"Social","Infrastructure",1,1958,9.33464381482945
"Social","Infrastructure",1,1959,9.76537728034409
"Social","Infrastructure",1,1960,9.85274217492839
"Social","Infrastructure",1,1961,9.86490303388156
"Social","Infrastructure",1,1962,10.0442198591609
"Social","Infrastructure",1,1963,10.138793083831
"Social","Infrastructure",1,1964,10.3273451686364
"Social","Infrastructure",1,1965,10.5858438987329
"Social","Infrastructure",1,1966,10.8547590055535
"Social","Infrastructure",1,1967,11.2148468479248
"Social","Infrastructure",1,1968,11.7512973292349
"Social","Infrastructure",1,1969,13.0194087553774
"Social","Infrastructure",1,1970,14.1785540189762
"Social","Infrastructure",1,1971,15.5965414302424
"Social","Infrastructure",1,1972,16.8028773921984
"Social","Infrastructure",1,1973,18.1519797861118
"Social","Infrastructure",1,1974,20.4254464793346
"Social","Infrastructure",1,1975,22.8245914805235
"Social","Infrastructure",1,1976,24.105787679831
"Social","Infrastructure",1,1977,26.3176704346139
"Social","Infrastructure",1,1978,29.0798769910386
"Social","Infrastructure",1,1979,32.1163721883872
"Social","Infrastructure",1,1980,35.4090412569533
"Social","Infrastructure",1,1981,39.4744099157157
"Social","Infrastructure",1,1982,43.1592295341647
"Social","Infrastructure",1,1983,44.9313545764201
"Social","Infrastructure",1,1984,46.802091676035
"Social","Infrastructure",1,1985,47.6729989727663
"Social","Infrastructure",1,1986,48.9816828225302
"Social","Infrastructure",1,1987,50.6160426192299
"Social","Infrastructure",1,1988,52.4346069794427
"Social","Infrastructure",1,1989,53.9958788350527
"Social","Infrastructure",1,1990,55.805616590274
"Social","Infrastructure",1,1991,56.3346773432362
"Social","Infrastructure",1,1992,57.1619229678851
"Social","Infrastructure",1,1993,59.8301875223177
"Social","Infrastructure",1,1994,61.2951790997772
"Social","Infrastructure",1,1995,62.2097042121664
"Social","Infrastructure",1,1996,63.3522450489514
"Social","Infrastructure",1,1997,64.8893909799889
"Social","Infrastructure",1,1998,67.2749080995187
"Social","Infrastructure",1,1999,69.1708635282873
"Social","Infrastructure",1,2000,71.2659277487007
"Social","Infrastructure",1,2001,73.320856879369
"Social","Infrastructure",1,2002,75.9715740636434
"Social","Infrastructure",1,2003,77.8163207135461
"Social","Infrastructure",1,2004,81.3286070038497
"Social","Infrastructure",1,2005,86.7403862269691
"Social","Infrastructure",1,2006,90.3153002336974
"Social","Infrastructure",1,2007,95.7960426289537
"Social","Infrastructure",1,2008,97.7017222555778
"Social","Infrastructure",1,2009,99.1507742905272
"Social","Infrastructure",1,2010,97.7793726997122
"Social","Infrastructure",1,2011,98.9907094053225
"Social","Infrastructure",1,2012,100
"Social","Infrastructure",1,2013,99.8415495989861
"Social","Infrastructure",1,2014,100.848193577769
"Social","Infrastructure",1,2015,101.632404853017
"Social","Infrastructure",1,2016,101.08013193771
"Social","Infrastructure",1,2017,99.2103530475014
"Digital","Infrastructure",1,1947,23.0529595015576
"Digital","Infrastructure",1,1948,20.9787980232744
"Digital","Infrastructure",1,1949,22.9825693996127
"Digital","Infrastructure",1,1950,25.3073770491803
"Digital","Infrastructure",1,1951,26.6194331983806
"Digital","Infrastructure",1,1952,29.8840704164878
"Digital","Infrastructure",1,1953,29.4022289766971
"Digital","Infrastructure",1,1954,27.3120818575364
"Digital","Infrastructure",1,1955,26.9684692619341
"Digital","Infrastructure",1,1956,27.904907195525
"Digital","Infrastructure",1,1957,30.0236096537251
"Digital","Infrastructure",1,1958,30.5884160393302
"Digital","Infrastructure",1,1959,32.1646114990343
"Digital","Infrastructure",1,1960,36.2535429013141
"Digital","Infrastructure",1,1961,41.7733853006682
"Digital","Infrastructure",1,1962,43.1461548437297
"Digital","Infrastructure",1,1963,42.4006701771182
"Digital","Infrastructure",1,1964,39.7330485851575
"Digital","Infrastructure",1,1965,42.1240474582811
"Digital","Infrastructure",1,1966,44.8855377906977
"Digital","Infrastructure",1,1967,48.2297621242855
"Digital","Infrastructure",1,1968,51.4847044047726
"Digital","Infrastructure",1,1969,51.8973296841482
"Digital","Infrastructure",1,1970,53.0320898764819
"Digital","Infrastructure",1,1971,54.0530513819328
"Digital","Infrastructure",1,1972,53.9656095674421
"Digital","Infrastructure",1,1973,58.1187598528639
"Digital","Infrastructure",1,1974,67.0270569971169
"Digital","Infrastructure",1,1975,75.8587725447709
"Digital","Infrastructure",1,1976,83.1277533039648
"Digital","Infrastructure",1,1977,92.9328424810352
"Digital","Infrastructure",1,1978,92.1396518566004
"Digital","Infrastructure",1,1979,95.6484332548451
"Digital","Infrastructure",1,1980,105.752759381898
"Digital","Infrastructure",1,1981,111.320673839427
"Digital","Infrastructure",1,1982,114.761682441323
"Digital","Infrastructure",1,1983,118.266818700114
"Digital","Infrastructure",1,1984,113.642202620536
"Digital","Infrastructure",1,1985,115.850423211353
"Digital","Infrastructure",1,1986,117.49001711352
"Digital","Infrastructure",1,1987,118.188553435821
"Digital","Infrastructure",1,1988,122.258748674443
"Digital","Infrastructure",1,1989,129.434399282726
"Digital","Infrastructure",1,1990,130.879345603272
"Digital","Infrastructure",1,1991,136.382470119522
"Digital","Infrastructure",1,1992,146.389850926065
"Digital","Infrastructure",1,1993,145.571263198513
"Digital","Infrastructure",1,1994,151.058397698995
"Digital","Infrastructure",1,1995,155.223340767979
"Digital","Infrastructure",1,1996,161.562268905261
"Digital","Infrastructure",1,1997,164.038673356994
"Digital","Infrastructure",1,1998,159.602165320502
"Digital","Infrastructure",1,1999,147.370717542091
"Digital","Infrastructure",1,2000,158.174315398796
"Digital","Infrastructure",1,2001,147.699520007958
"Digital","Infrastructure",1,2002,131.406457854638
"Digital","Infrastructure",1,2003,128.995353949143
"Digital","Infrastructure",1,2004,125.788199697428
"Digital","Infrastructure",1,2005,121.822110692876
"Digital","Infrastructure",1,2006,124.358838303442
"Digital","Infrastructure",1,2007,120.98636100121
"Digital","Infrastructure",1,2008,115.405325774432
"Digital","Infrastructure",1,2009,109.933833162687
"Digital","Infrastructure",1,2010,106.33992363477
"Digital","Infrastructure",1,2011,104.611558584607
"Digital","Infrastructure",1,2012,100
"Digital","Infrastructure",1,2013,96.6888519134775
"Digital","Infrastructure",1,2014,91.6275946124094
"Digital","Infrastructure",1,2015,86.4509075246967
"Digital","Infrastructure",1,2016,82.132211116956
"Digital","Infrastructure",1,2017,80.2369242159818
"Private","Infrastructure",2,1947,8.47907772815801
"Private","Infrastructure",2,1948,9.4737760712104
"Private","Infrastructure",2,1949,9.10605219322599
"Private","Infrastructure",2,1950,9.39954671054674
"Private","Infrastructure",2,1951,10.4596219931271
"Private","Infrastructure",2,1952,11.0831123547768
"Private","Infrastructure",2,1953,11.3215627763042
"Private","Infrastructure",2,1954,11.453549097881
"Private","Infrastructure",2,1955,11.9476169641375
"Private","Infrastructure",2,1956,13.3864806510546
"Private","Infrastructure",2,1957,14.1312751431604
"Private","Infrastructure",2,1958,13.6099979623718
"Private","Infrastructure",2,1959,14.3532250053218
"Private","Infrastructure",2,1960,15.1197994438128
"Private","Infrastructure",2,1961,15.3543689994859
"Private","Infrastructure",2,1962,15.5118979529402
"Private","Infrastructure",2,1963,15.6767207033036
"Private","Infrastructure",2,1964,15.5315998341527
"Private","Infrastructure",2,1965,16.0661637183489
"Private","Infrastructure",2,1966,16.6327452518293
"Private","Infrastructure",2,1967,16.9382933936335
"Private","Infrastructure",2,1968,17.418430578043
"Private","Infrastructure",2,1969,18.9733924794456
"Private","Infrastructure",2,1970,20.6573219919332
"Private","Infrastructure",2,1971,21.7572201598188
"Private","Infrastructure",2,1972,22.4963150845847
"Private","Infrastructure",2,1973,24.6250315326678
"Private","Infrastructure",2,1974,28.3920490524658
"Private","Infrastructure",2,1975,31.7342416283651
"Private","Infrastructure",2,1976,33.915592307509
"Private","Infrastructure",2,1977,38.7633350926859
"Private","Infrastructure",2,1978,41.6307225744612
"Private","Infrastructure",2,1979,45.1217649035964
"Private","Infrastructure",2,1980,49.5753826798071
"Private","Infrastructure",2,1981,53.74070378113
"Private","Infrastructure",2,1982,57.0345923481237
"Private","Infrastructure",2,1983,59.148609952425
"Private","Infrastructure",2,1984,59.1092431278175
"Private","Infrastructure",2,1985,58.4890721953195
"Private","Infrastructure",2,1986,61.0961964420581
"Private","Infrastructure",2,1987,62.0854485717225
"Private","Infrastructure",2,1988,66.8826960466623
"Private","Infrastructure",2,1989,69.0009020478405
"Private","Infrastructure",2,1990,70.0890283349213
"Private","Infrastructure",2,1991,71.3547168404439
"Private","Infrastructure",2,1992,74.2646835542977
"Private","Infrastructure",2,1993,75.826387887527
"Private","Infrastructure",2,1994,81.5833338458984
"Private","Infrastructure",2,1995,83.1527564863588
"Private","Infrastructure",2,1996,87.1151349732051
"Private","Infrastructure",2,1997,90.5415765625248
"Private","Infrastructure",2,1998,90.5475818293781
"Private","Infrastructure",2,1999,94.5869118968158
"Private","Infrastructure",2,2000,100.147730876126
"Private","Infrastructure",2,2001,97.6474923536132
"Private","Infrastructure",2,2002,92.1759975911893
"Private","Infrastructure",2,2003,91.5311511664772
"Private","Infrastructure",2,2004,95.4087292782656
"Private","Infrastructure",2,2005,97.903519372212
"Private","Infrastructure",2,2006,101.048546562462
"Private","Infrastructure",2,2007,101.340149841733
"Private","Infrastructure",2,2008,101.6957560874
"Private","Infrastructure",2,2009,99.1204821359637
"Private","Infrastructure",2,2010,99.3147173422654
"Private","Infrastructure",2,2011,100.471056652974
"Private","Infrastructure",2,2012,100.0002518232
"Private","Infrastructure",2,2013,98.607647149106
"Private","Infrastructure",2,2014,97.0382103171421
"Private","Infrastructure",2,2015,95.0008010167573
"Private","Infrastructure",2,2016,92.1231224342901
"Private","Infrastructure",2,2017,90.4300164828519
"Federal","Infrastructure",2,1947,7.57195474162946
"Federal","Infrastructure",2,1948,8.38397156615455
"Federal","Infrastructure",2,1949,8.40996978456671
"Federal","Infrastructure",2,1950,8.03546537843193
"Federal","Infrastructure",2,1951,8.56760414900261
"Federal","Infrastructure",2,1952,8.78862668006393
"Federal","Infrastructure",2,1953,8.77444384054958
"Federal","Infrastructure",2,1954,8.50410700361219
"Federal","Infrastructure",2,1955,8.49041155352599
"Federal","Infrastructure",2,1956,9.30060702299734
"Federal","Infrastructure",2,1957,9.97928700554596
"Federal","Infrastructure",2,1958,9.98907438492612
"Federal","Infrastructure",2,1959,9.87945523777447
"Federal","Infrastructure",2,1960,9.884708356173
"Federal","Infrastructure",2,1961,9.99580059805778
"Federal","Infrastructure",2,1962,10.1806043305054
"Federal","Infrastructure",2,1963,10.3954762583493
"Federal","Infrastructure",2,1964,10.6128823946157
"Federal","Infrastructure",2,1965,10.9277254281394
"Federal","Infrastructure",2,1966,11.361607601905
"Federal","Infrastructure",2,1967,11.8445658458375
"Federal","Infrastructure",2,1968,12.4874458642159
"Federal","Infrastructure",2,1969,13.3947912905981
"Federal","Infrastructure",2,1970,14.6130072415473
"Federal","Infrastructure",2,1971,15.8167998099441
"Federal","Infrastructure",2,1972,16.8671794582929
"Federal","Infrastructure",2,1973,17.9411724407759
"Federal","Infrastructure",2,1974,20.2240545461328
"Federal","Infrastructure",2,1975,23.1767322138367
"Federal","Infrastructure",2,1976,24.376550321813
"Federal","Infrastructure",2,1977,25.6570713792933
"Federal","Infrastructure",2,1978,27.4131491057861
"Federal","Infrastructure",2,1979,30.0226410292109
"Federal","Infrastructure",2,1980,33.6459150578479
"Federal","Infrastructure",2,1981,37.1537634691529
"Federal","Infrastructure",2,1982,39.7699518033327
"Federal","Infrastructure",2,1983,40.5663068356761
"Federal","Infrastructure",2,1984,41.6508920755222
"Federal","Infrastructure",2,1985,42.0426711926489
"Federal","Infrastructure",2,1986,43.5499609462381
"Federal","Infrastructure",2,1987,44.6261647612366
"Federal","Infrastructure",2,1988,45.0941646741987
"Federal","Infrastructure",2,1989,46.8191410621333
"Federal","Infrastructure",2,1990,48.7610960698297
"Federal","Infrastructure",2,1991,49.4330005718117
"Federal","Infrastructure",2,1992,50.2628035454937
"Federal","Infrastructure",2,1993,51.6091143327978
"Federal","Infrastructure",2,1994,53.1377097640068
"Federal","Infrastructure",2,1995,55.0741437644368
"Federal","Infrastructure",2,1996,56.3199417985457
"Federal","Infrastructure",2,1997,58.7697830227292
"Federal","Infrastructure",2,1998,60.2908434279737
"Federal","Infrastructure",2,1999,61.8722852911116
"Federal","Infrastructure",2,2000,63.4978542998724
"Federal","Infrastructure",2,2001,64.5312824585455
"Federal","Infrastructure",2,2002,65.598894468192
"Federal","Infrastructure",2,2003,66.7980644292744
"Federal","Infrastructure",2,2004,68.7161360071458
"Federal","Infrastructure",2,2005,75.6790413767293
"Federal","Infrastructure",2,2006,81.5660685154976
"Federal","Infrastructure",2,2007,87.8470256711129
"Federal","Infrastructure",2,2008,92.6139017709268
"Federal","Infrastructure",2,2009,93.8730113802663
"Federal","Infrastructure",2,2010,93.4698670566808
"Federal","Infrastructure",2,2011,96.7359397156798
"Federal","Infrastructure",2,2012,100
"Federal","Infrastructure",2,2013,102.168099680326
"Federal","Infrastructure",2,2014,104.344885199111
"Federal","Infrastructure",2,2015,105.544261144637
"Federal","Infrastructure",2,2016,106.011795785136
"Federal","Infrastructure",2,2017,108.737945449757
"S&L","Infrastructure",2,1947,6.71906461482708
"S&L","Infrastructure",2,1948,7.47339121382403
"S&L","Infrastructure",2,1949,7.3270090317382
"S&L","Infrastructure",2,1950,6.97313505325648
"S&L","Infrastructure",2,1951,8.08885283513364
"S&L","Infrastructure",2,1952,8.29979656591955
"S&L","Infrastructure",2,1953,8.21244293646438
"S&L","Infrastructure",2,1954,7.9015378132069
"S&L","Infrastructure",2,1955,7.86184290461205
"S&L","Infrastructure",2,1956,8.70314067845966
"S&L","Infrastructure",2,1957,9.08419228846719
"S&L","Infrastructure",2,1958,8.90694038205078
"S&L","Infrastructure",2,1959,8.9290999441903
"S&L","Infrastructure",2,1960,8.79389421247771
"S&L","Infrastructure",2,1961,8.80993429384805
"S&L","Infrastructure",2,1962,8.99046186690105
"S&L","Infrastructure",2,1963,9.17800633355232
"S&L","Infrastructure",2,1964,9.33289545256014
"S&L","Infrastructure",2,1965,9.61847011023179
"S&L","Infrastructure",2,1966,9.98455017420092
"S&L","Infrastructure",2,1967,10.3430127909147
"S&L","Infrastructure",2,1968,10.8653803460158
"S&L","Infrastructure",2,1969,11.6331826845084
"S&L","Infrastructure",2,1970,12.7191501849753
"S&L","Infrastructure",2,1971,13.780303908858
"S&L","Infrastructure",2,1972,14.6153374004946
"S&L","Infrastructure",2,1973,15.8321537399193
"S&L","Infrastructure",2,1974,19.2271076939253
"S&L","Infrastructure",2,1975,21.3541443448584
"S&L","Infrastructure",2,1976,21.7480364500955
"S&L","Infrastructure",2,1977,22.3980491769658
"S&L","Infrastructure",2,1978,23.6230992901076
"S&L","Infrastructure",2,1979,25.7345024839741
"S&L","Infrastructure",2,1980,29.3986315365391
"S&L","Infrastructure",2,1981,33.1631562016962
"S&L","Infrastructure",2,1982,35.6471307091035
"S&L","Infrastructure",2,1983,35.889117318853
"S&L","Infrastructure",2,1984,35.6242057985983
"S&L","Infrastructure",2,1985,36.1636042828132
"S&L","Infrastructure",2,1986,37.4887052786349
"S&L","Infrastructure",2,1987,39.0170828126004
"S&L","Infrastructure",2,1988,39.9061705320919
"S&L","Infrastructure",2,1989,40.9263265883123
"S&L","Infrastructure",2,1990,42.365698038662
"S&L","Infrastructure",2,1991,42.989972362601
"S&L","Infrastructure",2,1992,43.093662096824
"S&L","Infrastructure",2,1993,43.8062354639601
"S&L","Infrastructure",2,1994,44.7915915076455
"S&L","Infrastructure",2,1995,46.8901921462812
"S&L","Infrastructure",2,1996,48.4964276790285
"S&L","Infrastructure",2,1997,50.3918517477469
"S&L","Infrastructure",2,1998,51.8029327063628
"S&L","Infrastructure",2,1999,53.5439171214213
"S&L","Infrastructure",2,2000,55.7833654526675
"S&L","Infrastructure",2,2001,57.6445725531837
"S&L","Infrastructure",2,2002,59.4422214262959
"S&L","Infrastructure",2,2003,60.8692591386757
"S&L","Infrastructure",2,2004,64.192872474342
"S&L","Infrastructure",2,2005,70.5164114582126
"S&L","Infrastructure",2,2006,76.4807343605368
"S&L","Infrastructure",2,2007,84.4492666986783
"S&L","Infrastructure",2,2008,89.5438428610932
"S&L","Infrastructure",2,2009,91.9247311781108
"S&L","Infrastructure",2,2010,92.6249048577131
"S&L","Infrastructure",2,2011,96.1280310374661
"S&L","Infrastructure",2,2012,100
"S&L","Infrastructure",2,2013,102.173474755525
"S&L","Infrastructure",2,2014,104.430758072732
"S&L","Infrastructure",2,2015,105.542462162592
"S&L","Infrastructure",2,2016,106.354454208343
"S&L","Infrastructure",2,2017,109.238164796965
"Private","Total basic infrastructure",3,1947,6.72897196261682
"Private","Total basic infrastructure",3,1948,7.89952185332346
"Private","Total basic infrastructure",3,1949,7.84409754106724
"Private","Total basic infrastructure",3,1950,8.29325975561687
"Private","Total basic infrastructure",3,1951,9.30652280529671
"Private","Total basic infrastructure",3,1952,9.62776118849342
"Private","Total basic infrastructure",3,1953,10.0125549278092
"Private","Total basic infrastructure",3,1954,10.3593598724301
"Private","Total basic infrastructure",3,1955,10.6455959818694
"Private","Total basic infrastructure",3,1956,11.7854323507326
"Private","Total basic infrastructure",3,1957,12.5836030204962
"Private","Total basic infrastructure",3,1958,12.2385954210115
"Private","Total basic infrastructure",3,1959,12.862600820716
"Private","Total basic infrastructure",3,1960,13.0225274063366
"Private","Total basic infrastructure",3,1961,12.8699389374694
"Private","Total basic infrastructure",3,1962,12.8014683911726
"Private","Total basic infrastructure",3,1963,12.6848643623764
"Private","Total basic infrastructure",3,1964,12.751021685145
"Private","Total basic infrastructure",3,1965,12.9387206340221
"Private","Total basic infrastructure",3,1966,13.3246119238685
"Private","Total basic infrastructure",3,1967,13.4293510365974
"Private","Total basic infrastructure",3,1968,13.7873775370742
"Private","Total basic infrastructure",3,1969,14.6202349493734
"Private","Total basic infrastructure",3,1970,15.5238033383127
"Private","Total basic infrastructure",3,1971,16.5582001956309
"Private","Total basic infrastructure",3,1972,17.2700144314263
"Private","Total basic infrastructure",3,1973,18.437383351997
"Private","Total basic infrastructure",3,1974,21.1549215264747
"Private","Total basic infrastructure",3,1975,24.1247082360787
"Private","Total basic infrastructure",3,1976,25.728964522068
"Private","Total basic infrastructure",3,1977,28.7525458248473
"Private","Total basic infrastructure",3,1978,30.6644282301285
"Private","Total basic infrastructure",3,1979,33.3209495381698
"Private","Total basic infrastructure",3,1980,36.5282173510986
"Private","Total basic infrastructure",3,1981,40.133058101161
"Private","Total basic infrastructure",3,1982,42.8334352345183
"Private","Total basic infrastructure",3,1983,45.0799289520426
"Private","Total basic infrastructure",3,1984,45.9459823533374
"Private","Total basic infrastructure",3,1985,45.5452777808998
"Private","Total basic infrastructure",3,1986,45.7799007900055
"Private","Total basic infrastructure",3,1987,47.0084349980938
"Private","Total basic infrastructure",3,1988,49.8660353553253
"Private","Total basic infrastructure",3,1989,51.9023143237878
"Private","Total basic infrastructure",3,1990,53.2799205176542
"Private","Total basic infrastructure",3,1991,53.7054946173619
"Private","Total basic infrastructure",3,1992,54.099940406
"Private","Total basic infrastructure",3,1993,55.3324192158814
"Private","Total basic infrastructure",3,1994,59.008554199972
"Private","Total basic infrastructure",3,1995,59.7840156810533
"Private","Total basic infrastructure",3,1996,62.0426216324889
"Private","Total basic infrastructure",3,1997,64.1662415765028
"Private","Total basic infrastructure",3,1998,63.612785644189
"Private","Total basic infrastructure",3,1999,65.4201325250247
"Private","Total basic infrastructure",3,2000,67.3509286412512
"Private","Total basic infrastructure",3,2001,68.7307962743568
"Private","Total basic infrastructure",3,2002,69.0820326347882
"Private","Total basic infrastructure",3,2003,69.6890221056576
"Private","Total basic infrastructure",3,2004,73.4660590069561
"Private","Total basic infrastructure",3,2005,77.751487525662
"Private","Total basic infrastructure",3,2006,81.7399706030486
"Private","Total basic infrastructure",3,2007,84.292944517603
"Private","Total basic infrastructure",3,2008,90.0469963826128
"Private","Total basic infrastructure",3,2009,88.9370375962555
"Private","Total basic infrastructure",3,2010,91.8467608077337
"Private","Total basic infrastructure",3,2011,96.5328298720369
"Private","Total basic infrastructure",3,2012,100.000706454165
"Private","Total basic infrastructure",3,2013,100.537966182909
"Private","Total basic infrastructure",3,2014,101.583770395328
"Private","Total basic infrastructure",3,2015,102.27049441354
"Private","Total basic infrastructure",3,2016,101.613271849751
"Private","Total basic infrastructure",3,2017,104.559514804409
"Federal","Total basic infrastructure",3,1947,7.58820224256337
"Federal","Total basic infrastructure",3,1948,8.22490680106989
"Federal","Total basic infrastructure",3,1949,8.25215605816068
"Federal","Total basic infrastructure",3,1950,7.78687038546197
"Federal","Total basic infrastructure",3,1951,8.33758424785265
"Federal","Total basic infrastructure",3,1952,8.62322909087247
"Federal","Total basic infrastructure",3,1953,8.71933142849477
"Federal","Total basic infrastructure",3,1954,8.58633094210366
"Federal","Total basic infrastructure",3,1955,8.52271648993819
"Federal","Total basic infrastructure",3,1956,9.29577323615936
"Federal","Total basic infrastructure",3,1957,9.89628096042905
"Federal","Total basic infrastructure",3,1958,9.87638208170792
"Federal","Total basic infrastructure",3,1959,9.75040626692779
"Federal","Total basic infrastructure",3,1960,9.73092669723671
